layer,alpha,split,compared_party_key,n_total,n_valid,n_pairs,mean_score,mean_delta,ci_low,ci_high
5,0.0,selection,CDU_CSU,57,57,57,3.4912,0.0,0.0,0.0
5,0.0,selection,GRUENE,57,57,57,3.7018,0.0,0.0,0.0
5,0.0,selection,SPD,57,57,57,3.5263,0.0,0.0,0.0
5,0.0,selection,AfD,57,57,57,3.7368,0.0,0.0,0.0
5,0.0,selection,DIE_LINKE,57,57,57,3.5965,0.0,0.0,0.0
5,0.25,selection,CDU_CSU,57,57,57,2.7719,-0.7193,-1.2105,-0.1754
5,0.25,selection,GRUENE,57,57,57,3.4912,-0.2105,-0.6675,0.2807
5,0.25,selection,SPD,57,57,57,3.4211,-0.1053,-0.5789,0.3684
5,0.25,selection,AfD,57,57,57,2.9123,-0.8246,-1.4035,-0.2632
5,0.25,selection,DIE_LINKE,57,57,57,3.4035,-0.193,-0.5794,0.2807
5,0.5,selection,CDU_CSU,57,57,57,2.7895,-0.7018,-1.0882,-0.3158
5,0.5,selection,GRUENE,57,57,57,3.2456,-0.4561,-0.8246,-0.0702
5,0.5,selection,SPD,57,57,57,3.2807,-0.2456,-0.6842,0.1754
5,0.5,selection,AfD,57,57,57,2.9825,-0.7544,-1.2281,-0.3158
5,0.5,selection,DIE_LINKE,57,57,57,3.1754,-0.4211,-0.6842,-0.1404
5,1.0,selection,CDU_CSU,57,57,57,2.6667,-0.8246,-1.2807,-0.2982
5,1.0,selection,GRUENE,57,57,57,3.1754,-0.5263,-1.0351,-0.0171
5,1.0,selection,SPD,57,57,57,3.2456,-0.2807,-0.7544,0.2281
5,1.0,selection,AfD,57,57,57,2.807,-0.9298,-1.5439,-0.2982
5,1.0,selection,DIE_LINKE,57,57,57,3.1053,-0.4912,-0.8947,-0.0702
5,2.0,selection,CDU_CSU,57,57,57,2.6316,-0.8596,-1.3509,-0.2982
5,2.0,selection,GRUENE,57,57,57,3.1579,-0.5439,-1.0702,0.0
5,2.0,selection,SPD,57,57,57,3.2281,-0.2982,-0.7895,0.193
5,2.0,selection,AfD,57,57,57,2.7719,-0.9649,-1.5439,-0.368
5,2.0,selection,DIE_LINKE,57,57,57,3.1228,-0.4737,-0.8772,-0.0351
5,4.0,selection,CDU_CSU,57,57,57,2.5614,-0.9298,-1.3333,-0.5434
5,4.0,selection,GRUENE,57,57,57,2.8246,-0.8772,-1.3684,-0.4035
5,4.0,selection,SPD,57,57,57,2.7719,-0.7544,-1.1934,-0.3154
5,4.0,selection,AfD,57,57,57,2.5614,-1.1754,-1.6671,-0.7018
