layer,alpha,split,compared_party_key,n_total,n_valid,n_pairs,mean_score,mean_delta,ci_low,ci_high
10,0.0,selection,CDU_CSU,57,57,57,4.3684,0.0,0.0,0.0
10,0.0,selection,GRUENE,57,57,57,5.1404,0.0,0.0,0.0
10,0.0,selection,SPD,57,57,57,5.3333,0.0,0.0,0.0
10,0.0,selection,AfD,57,57,57,3.6316,0.0,0.0,0.0
10,0.0,selection,DIE_LINKE,57,57,57,5.3158,0.0,0.0,0.0
10,0.25,selection,CDU_CSU,57,57,57,3.9825,-0.386,-0.7018,-0.0351
10,0.25,selection,GRUENE,57,57,57,4.9123,-0.2281,-0.6491,0.2105
10,0.25,selection,SPD,57,57,57,4.9123,-0.4211,-0.8421,-0.0526
10,0.25,selection,AfD,57,57,57,3.2105,-0.4211,-0.8421,-0.0175
10,0.25,selection,DIE_LINKE,57,57,57,5.2982,-0.0175,-0.4035,0.4211
10,0.5,selection,CDU_CSU,57,57,57,4.0351,-0.3333,-0.6667,0.0351
10,0.5,selection,GRUENE,57,57,57,4.8596,-0.2807,-0.7018,0.1404
10,0.5,selection,SPD,57,57,57,4.9298,-0.4035,-0.8246,-0.0522
10,0.5,selection,AfD,57,57,57,3.1053,-0.5263,-0.9654,-0.1404
10,0.5,selection,DIE_LINKE,57,57,57,5.0877,-0.2281,-0.6491,0.193
10,1.0,selection,CDU_CSU,57,57,57,4.0526,-0.3158,-0.6842,0.0877
10,1.0,selection,GRUENE,57,57,57,4.8947,-0.2456,-0.7018,0.2632
10,1.0,selection,SPD,57,57,57,4.7895,-0.5439,-0.9825,-0.1048
10,1.0,selection,AfD,57,57,57,3.0702,-0.5614,-1.0526,-0.0526
10,1.0,selection,DIE_LINKE,57,57,57,5.0526,-0.2632,-0.6671,0.1759
10,2.0,selection,CDU_CSU,57,57,57,4.1053,-0.2632,-0.6496,0.1404
10,2.0,selection,GRUENE,57,57,57,4.8246,-0.3158,-0.7899,0.1754
10,2.0,selection,SPD,57,57,57,4.8596,-0.4737,-0.9123,-0.0175
10,2.0,selection,AfD,57,57,57,3.1228,-0.5088,-0.9825,0.0
10,2.0,selection,DIE_LINKE,57,57,57,5.0702,-0.2456,-0.6842,0.2281
10,4.0,selection,CDU_CSU,57,57,57,3.9474,-0.4211,-0.7719,-0.0351
10,4.0,selection,GRUENE,57,57,57,4.8246,-0.3158,-0.7895,0.1228
10,4.0,selection,SPD,57,57,57,4.807,-0.5263,-1.0175,0.0351
10,4.0,selection,AfD,57,57,57,2.9123,-0.7193,-1.193,-0.1754
10,4.0,selection,DIE_LINKE,57,57,57,5.0351,-0.2807,-0.7018,0.1057
10,8.0,selection,CDU_CSU,57,57,57,3.9474,-0.4211,-0.7719,-0.0346
10,8.0,selection,GRUENE,57,57,57,4.7018,-0.4386,-0.8947,0.0351
10,8.0,selection,SPD,57,57,57,4.7018,-0.6316,-1.1583,-0.0175
10,8.0,selection,AfD,57,57,57,2.8947,-0.7368,-1.2456,-0.2105
10,8.0,selection,DIE_LINKE,57,57,57,4.9123,-0.4035,-0.8605,0.0702
11,0.0,selection,CDU_CSU,57,57,57,4.3684,0.0,0.0,0.0
11,0.0,selection,GRUENE,57,57,57,5.1404,0.0,0.0,0.0
11,0.0,selection,SPD,57,57,57,5.3333,0.0,0.0,0.0
11,0.0,selection,AfD,57,57,57,3.6316,0.0,0.0,0.0
11,0.0,selection,DIE_LINKE,57,57,57,5.3158,0.0,0.0,0.0
11,0.25,selection,CDU_CSU,57,57,57,4.1754,-0.193,-0.4912,0.1579
11,0.25,selection,GRUENE,57,57,57,4.8772,-0.2632,-0.632,0.193
11,0.25,selection,SPD,57,57,57,4.5789,-0.7544,-1.1754,-0.3504
11,0.25,selection,AfD,57,57,57,3.0877,-0.5439,-1.0175,-0.0175
11,0.25,selection,DIE_LINKE,57,57,57,4.9649,-0.3509,-0.807,0.0702
11,0.5,selection,CDU_CSU,57,57,57,4.2807,-0.0877,-0.4561,0.2807
11,0.5,selection,GRUENE,57,57,57,5.0,-0.1404,-0.5614,0.3509
11,0.5,selection,SPD,57,57,57,4.5614,-0.7719,-1.2281,-0.2281
11,0.5,selection,AfD,57,57,57,3.2456,-0.386,-0.8947,0.1404
11,0.5,selection,DIE_LINKE,57,57,57,4.8772,-0.4386,-0.8956,0.0
11,1.0,selection,CDU_CSU,57,57,57,4.2982,-0.0702,-0.4566,0.3333
11,1.0,selection,GRUENE,57,57,57,5.0526,-0.0877,-0.4912,0.3864
11,1.0,selection,SPD,57,57,57,4.9474,-0.386,-0.8776,0.1228
11,1.0,selection,AfD,57,57,57,2.7895,-0.8421,-1.4386,-0.2627
11,1.0,selection,DIE_LINKE,57,57,57,4.7895,-0.5263,-1.0526,0.0
11,2.0,selection,CDU_CSU,57,57,57,4.2456,-0.1228,-0.5263,0.2807
11,2.0,selection,GRUENE,57,57,57,5.0702,-0.0702,-0.5088,0.4737
11,2.0,selection,SPD,57,57,57,4.8246,-0.5088,-1.0355,-0.0526
11,2.0,selection,AfD,57,57,57,2.6842,-0.9474,-1.5092,-0.3333
11,2.0,selection,DIE_LINKE,57,57,57,5.0175,-0.2982,-0.8596,0.3333
11,4.0,selection,CDU_CSU,57,57,57,4.2632,-0.1053,-0.5088,0.2982
11,4.0,selection,GRUENE,57,57,57,5.1053,-0.0351,-0.6154,0.5263
11,4.0,selection,SPD,57,57,57,4.9123,-0.4211,-1.0,0.193
11,4.0,selection,AfD,57,57,57,2.7368,-0.8947,-1.5088,-0.2982
11,4.0,selection,DIE_LINKE,57,57,57,5.3158,0.0,-0.4561,0.5088
11,8.0,selection,CDU_CSU,57,57,57,3.9474,-0.4211,-1.0351,0.1408
11,8.0,selection,GRUENE,57,57,57,5.3333,0.193,-0.386,0.8772
11,8.0,selection,SPD,57,57,57,5.0175,-0.3158,-0.9298,0.3684
11,8.0,selection,AfD,57,57,57,2.7018,-0.9298,-1.5965,-0.2276
11,8.0,selection,DIE_LINKE,57,57,57,5.2456,-0.0702,-0.6667,0.6667
14,0.0,selection,CDU_CSU,57,57,57,4.3684,0.0,0.0,0.0
14,0.0,selection,GRUENE,57,57,57,5.1404,0.0,0.0,0.0
14,0.0,selection,SPD,57,57,57,5.3333,0.0,0.0,0.0
14,0.0,selection,AfD,57,57,57,3.6316,0.0,0.0,0.0
