layer,alpha,split,compared_party_key,n_total,n_valid,n_pairs,mean_score,mean_delta,ci_low,ci_high
11,0.0,selection,CDU_CSU,57,57,57,4.2807,0.0,0.0,0.0
11,0.0,selection,GRUENE,57,57,57,5.0175,0.0,0.0,0.0
11,0.0,selection,SPD,57,57,57,5.1404,0.0,0.0,0.0
11,0.0,selection,AfD,57,57,57,3.5789,0.0,0.0,0.0
11,0.0,selection,DIE_LINKE,57,57,57,5.2456,0.0,0.0,0.0
11,0.25,selection,CDU_CSU,57,57,57,4.1404,-0.1404,-0.5088,0.2632
11,0.25,selection,GRUENE,57,57,57,5.0,-0.0175,-0.4035,0.3684
11,0.25,selection,SPD,57,57,57,4.8947,-0.2456,-0.6145,0.1228
11,0.25,selection,AfD,57,57,57,3.1053,-0.4737,-0.9298,0.0175
11,0.25,selection,DIE_LINKE,57,57,57,5.0702,-0.1754,-0.5439,0.2456
11,0.5,selection,CDU_CSU,57,57,57,4.1579,-0.1228,-0.4737,0.2632
11,0.5,selection,GRUENE,57,57,57,4.9825,-0.0351,-0.4386,0.386
11,0.5,selection,SPD,57,57,57,4.9825,-0.1579,-0.5088,0.2105
11,0.5,selection,AfD,57,57,57,3.0877,-0.4912,-0.9474,0.0175
11,0.5,selection,DIE_LINKE,57,57,57,5.0175,-0.2281,-0.5789,0.211
11,1.0,selection,CDU_CSU,57,57,57,4.2632,-0.0175,-0.4035,0.4035
11,1.0,selection,GRUENE,57,57,57,4.9649,-0.0526,-0.5263,0.4211
11,1.0,selection,SPD,57,57,57,5.0702,-0.0702,-0.4211,0.3338
11,1.0,selection,AfD,57,57,57,2.7719,-0.807,-1.3158,-0.2982
11,1.0,selection,DIE_LINKE,57,57,57,4.9825,-0.2632,-0.6667,0.1579
11,2.0,selection,CDU_CSU,57,57,57,4.2281,-0.0526,-0.4561,0.3864
11,2.0,selection,GRUENE,57,57,57,5.0526,0.0351,-0.4566,0.5439
11,2.0,selection,SPD,57,57,57,5.0175,-0.1228,-0.5614,0.3684
11,2.0,selection,AfD,57,57,57,2.7368,-0.8421,-1.4035,-0.2803
11,2.0,selection,DIE_LINKE,57,57,57,4.9825,-0.2632,-0.6842,0.1583
11,4.0,selection,CDU_CSU,57,57,57,4.1228,-0.1579,-0.5965,0.2982
11,4.0,selection,GRUENE,57,57,57,4.7544,-0.2632,-0.7899,0.2811
11,4.0,selection,SPD,57,57,57,4.7193,-0.4211,-0.9474,0.1232
11,4.0,selection,AfD,57,57,57,2.7544,-0.8246,-1.4211,-0.2456
11,4.0,selection,DIE_LINKE,57,57,57,4.8772,-0.3684,-0.8947,0.1759
11,8.0,selection,CDU_CSU,57,57,57,3.9123,-0.3684,-0.9474,0.2105
11,8.0,selection,GRUENE,57,57,57,4.8947,-0.1228,-0.7544,0.5439
11,8.0,selection,SPD,57,57,57,4.6667,-0.4737,-0.9825,0.0877
11,8.0,selection,AfD,57,57,57,2.7018,-0.8772,-1.5263,-0.2456
11,8.0,selection,DIE_LINKE,57,57,57,4.8947,-0.3509,-0.8772,0.2105
