thesis_key,party_key,true_stance,congruent_word,layer,alpha,lp_Zustimmung,lp_Neutral,lp_Ablehnung,p3_Zustimmung,p3_Neutral,p3_Ablehnung,top1_token,margin_cong,p3_cong,argmax3_is_cong
BT21::3,SPD,agree,Zustimmung,0,0.0,-1.2518054246902466,-0.5018054246902466,-4.751805305480957,0.3177430331707001,0.6726619601249695,0.009595007635653019,Neutral,-0.7641634345054626,0.3177430331707001,0
BT21::3,SPD,agree,Zustimmung,0,0.5,-1.2517895698547363,-0.5017896294593811,-4.751789569854736,0.3177430331707001,0.6726619601249695,0.009595007635653019,Neutral,-0.7641633749008179,0.3177430331707001,0
BT21::3,SPD,agree,Zustimmung,0,1.0,-1.3415038585662842,-0.4665038585662842,-4.841504096984863,0.2916240394115448,0.6995697021484375,0.00880628265440464,Neutral,-0.8875095844268799,0.2916240394115448,0
BT21::3,SPD,agree,Zustimmung,0,2.0,-1.2518000602722168,-0.5018000602722168,-4.751800060272217,0.3177430331707001,0.6726619601249695,0.009595007635653019,Neutral,-0.7641634345054626,0.3177430331707001,0
BT21::3,SPD,agree,Zustimmung,0,4.0,-1.2519943714141846,-0.5019944310188293,-4.751994609832764,0.3177430331707001,0.6726619601249695,0.009595007635653019,Neutral,-0.7641633749008179,0.3177430331707001,0
BT21::3,SPD,agree,Zustimmung,0,8.0,-1.2520484924316406,-0.5020484328269958,-4.752048492431641,0.3177430033683777,0.6726619601249695,0.009595007635653019,Neutral,-0.7641634941101074,0.3177430033683777,0
BT21::4,SPD,disagree,Ablehnung,0,0.0,-7.086571216583252,-0.46157124638557434,-1.711571216583252,0.0010302438167855144,0.7764990925788879,0.2224707156419754,Neutral,-1.2513258755207062,0.2224707156419754,0
BT21::4,SPD,disagree,Ablehnung,0,0.5,-7.211394309997559,-0.46139442920684814,-1.7113944292068481,0.0009092970285564661,0.7765930891036987,0.22249765694141388,Neutral,-1.2511701881885529,0.22249765694141388,0
BT21::4,SPD,disagree,Ablehnung,0,1.0,-7.166879653930664,-0.4168795645236969,-1.7918795347213745,0.0009337079827673733,0.7974415421485901,0.201624795794487,Neutral,-1.3761701583862305,0.201624795794487,0
BT21::4,SPD,disagree,Ablehnung,0,2.0,-7.209843635559082,-0.39734378457069397,-1.8973437547683716,0.0008984745945781469,0.8168399333953857,0.1822616308927536,Neutral,-1.501099318265915,0.1822616308927536,0
BT21::4,SPD,disagree,Ablehnung,0,4.0,-7.229841709136963,-0.4173416197299957,-1.7923415899276733,0.0008771871216595173,0.7974866628646851,0.2016361951828003,Neutral,-1.376099318265915,0.2016361951828003,0
BT21::4,SPD,disagree,Ablehnung,0,8.0,-7.14921236038208,-0.46171218156814575,-1.711712121963501,0.0009678849019110203,0.7765474915504456,0.22248458862304688,Neutral,-1.2512456178665161,0.22248458862304688,0
BT21::6,SPD,agree,Zustimmung,0,0.0,-2.5063302516937256,-0.25633031129837036,-4.006330490112305,0.09336312860250473,0.8858047127723694,0.020832126960158348,Neutral,-2.273245394229889,0.09336312860250473,0
BT21::6,SPD,agree,Zustimmung,0,0.5,-2.5223705768585205,-0.27237048745155334,-4.022370338439941,0.09336312860250473,0.8858047127723694,0.020832136273384094,Neutral,-2.273245543241501,0.09336312860250473,0
BT21::6,SPD,agree,Zustimmung,0,1.0,-2.505836248397827,-0.25583615899086,-4.005836009979248,0.09336312860250473,0.8858047127723694,0.020832136273384094,Neutral,-2.273245543241501,0.09336312860250473,0
BT21::6,SPD,agree,Zustimmung,0,2.0,-2.5034265518188477,-0.25342661142349243,-4.128426551818848,0.09359222650527954,0.8879783749580383,0.018429402261972427,Neutral,-2.2705418467521667,0.09359222650527954,0
BT21::6,SPD,agree,Zustimmung,0,4.0,-2.503516435623169,-0.25351637601852417,-4.12851619720459,0.09359222650527954,0.8879783749580383,0.018429407849907875,Neutral,-2.2705419659614563,0.09359222650527954,0
BT21::6,SPD,agree,Zustimmung,0,8.0,-2.618825674057007,-0.24382567405700684,-4.118825912475586,0.0835132822394371,0.8978524208068848,0.01863432675600052,Neutral,-2.3955419063568115,0.0835132822394371,0
BT21::8,SPD,agree,Zustimmung,0,0.0,-3.680373430252075,-0.30537334084510803,-3.055373430252075,0.0311599001288414,0.9106257557868958,0.05821435526013374,Neutral,-3.4369677007198334,0.0311599001288414,0
BT21::8,SPD,agree,Zustimmung,0,0.5,-3.80234432220459,-0.30234429240226746,-3.05234432220459,0.02759956754744053,0.9139721393585205,0.05842828005552292,Neutral,-3.5619676411151886,0.02759956754744053,0
BT21::8,SPD,agree,Zustimmung,0,1.0,-3.809297800064087,-0.3092977702617645,-2.934297800064087,0.027386510744690895,0.906916618347168,0.0656968206167221,Neutral,-3.5699362605810165,0.027386510744690895,0
BT21::8,SPD,agree,Zustimmung,0,2.0,-3.6806373596191406,-0.3056373596191406,-3.0556373596191406,0.0311599001288414,0.9106257557868958,0.05821435526013374,Neutral,-3.436967611312866,0.0311599001288414,0
BT21::8,SPD,agree,Zustimmung,0,4.0,-3.7189018726348877,-0.3439018428325653,-2.8439018726348877,0.03065307065844536,0.895814061164856,0.07353289425373077,Neutral,-3.453889787197113,0.03065307065844536,0
BT21::8,SPD,agree,Zustimmung,0,8.0,-3.697364330291748,-0.3223644495010376,-2.947364330291748,0.030920231714844704,0.9036216735839844,0.06545813381671906,Neutral,-3.4449360966682434,0.030920231714844704,0
BT21::10,SPD,agree,Zustimmung,0,0.0,-2.667598247528076,-0.2925983667373657,-2.792598247528076,0.07915456593036652,0.8509917855262756,0.06985365599393845,Neutral,-2.453889638185501,0.07915456593036652,0
BT21::10,SPD,agree,Zustimmung,0,0.5,-2.659358263015747,-0.2843582332134247,-2.909358263015747,0.07980964332818985,0.8580345511436462,0.062155816704034805,Neutral,-2.4449362605810165,0.07980964332818985,0
BT21::10,SPD,agree,Zustimmung,0,1.0,-2.660320997238159,-0.28532102704048157,-2.910320997238159,0.07980964332818985,0.8580345511436462,0.062155816704034805,Neutral,-2.4449362009763718,0.07980964332818985,0
BT21::10,SPD,agree,Zustimmung,0,2.0,-2.7842886447906494,-0.2842886447906494,-2.7842886447906494,0.07050945609807968,0.8589810729026794,0.07050945609807968,Neutral,-2.5788897573947906,0.07050945609807968,0
BT21::10,SPD,agree,Zustimmung,0,4.0,-2.6675472259521484,-0.2925473153591156,-2.7925472259521484,0.07915456593036652,0.8509917855262756,0.06985365599393845,Neutral,-2.4538896679878235,0.07915456593036652,0
BT21::10,SPD,agree,Zustimmung,0,8.0,-2.6682662963867188,-0.29326629638671875,-2.7932662963867188,0.07915456593036652,0.8509917855262756,0.06985365599393845,Neutral,-2.4538897573947906,0.07915456593036652,0
BT21::11,SPD,disagree,Ablehnung,0,0.0,-3.842834711074829,-0.21783478558063507,-5.592834949493408,0.025840796530246735,0.9696687459945679,0.004490457475185394,Neutral,-5.401300370693207,0.004490457475185394,0
BT21::11,SPD,disagree,Ablehnung,0,0.5,-3.8418893814086914,-0.21688948571681976,-5.591889381408691,0.025840796530246735,0.9696687459945679,0.004490457475185394,Neutral,-5.401300102472305,0.004490457475185394,0
BT21::11,SPD,disagree,Ablehnung,0,1.0,-3.719874382019043,-0.21987436711788177,-5.594874382019043,0.02918105758726597,0.966343879699707,0.004475060384720564,Neutral,-5.404750436544418,0.004475060384720564,0
BT21::11,SPD,disagree,Ablehnung,0,2.0,-3.7197673320770264,-0.21976728737354279,-5.594767093658447,0.02918105758726597,0.966343879699707,0.004475060384720564,Neutral,-5.404750227928162,0.004475060384720564,0
BT21::11,SPD,disagree,Ablehnung,0,4.0,-3.8427765369415283,-0.2177765816450119,-5.592776775360107,0.025840796530246735,0.9696687459945679,0.004490457475185394,Neutral,-5.401300400495529,0.004490457475185394,0
BT21::11,SPD,disagree,Ablehnung,0,8.0,-3.7425589561462402,-0.24255891144275665,-5.49255895614624,0.029163680970668793,0.9657684564590454,0.005067887715995312,Neutral,-5.279750466346741,0.005067887715995312,0
BT21::13,SPD,disagree,Ablehnung,0,0.0,-1.1285665035247803,-0.628566563129425,-3.2535665035247803,0.361251562833786,0.5956031084060669,0.04314534366130829,Neutral,-3.0990769267082214,0.04314534366130829,0
BT21::13,SPD,disagree,Ablehnung,0,0.5,-1.045515537261963,-0.6705154776573181,-3.295515537261963,0.3905653953552246,0.5682693123817444,0.041165292263031006,Neutral,-3.148123323917389,0.041165292263031006,0
BT21::13,SPD,disagree,Ablehnung,0,1.0,-1.0444653034210205,-0.6694653034210205,-3.2944653034210205,0.390565425157547,0.5682693123817444,0.041165292263031006,Neutral,-3.148123264312744,0.041165292263031006,0
BT21::13,SPD,disagree,Ablehnung,0,2.0,-1.040280818939209,-0.665280818939209,-3.415280818939209,0.3924637734889984,0.571031391620636,0.03650481626391411,Neutral,-3.273123264312744,0.03650481626391411,0
BT21::13,SPD,disagree,Ablehnung,0,4.0,-1.0455960035324097,-0.6705960035324097,-3.295596122741699,0.390565425157547,0.5682693123817444,0.041165292263031006,Neutral,-3.1481233835220337,0.041165292263031006,0
BT21::13,SPD,disagree,Ablehnung,0,8.0,-1.041428565979004,-0.6664285063743591,-3.416428565979004,0.392463743686676,0.571031391620636,0.03650481626391411,Neutral,-3.273123323917389,0.03650481626391411,0
BT21::16,SPD,agree,Zustimmung,0,0.0,-1.6250640153884888,-0.37506401538848877,-7.000063896179199,0.2224707156419754,0.7764990925788879,0.0010302438167855144,Neutral,-1.2513259053230286,0.2224707156419754,0
BT21::16,SPD,agree,Zustimmung,0,0.5,-1.6245591640472412,-0.374559223651886,-6.99955940246582,0.2224707156419754,0.7764990925788879,0.0010302438167855144,Neutral,-1.2513258457183838,0.2224707156419754,0
BT21::16,SPD,agree,Zustimmung,0,1.0,-1.6246403455734253,-0.3746403753757477,-6.999640464782715,0.2224707156419754,0.7764990925788879,0.0010302438167855144,Neutral,-1.2513258755207062,0.2224707156419754,0
BT21::16,SPD,agree,Zustimmung,0,2.0,-1.6249492168426514,-0.3749491572380066,-6.999948978424072,0.2224707156419754,0.7764990925788879,0.0010302438167855144,Neutral,-1.2513259649276733,0.2224707156419754,0
BT21::16,SPD,agree,Zustimmung,0,4.0,-1.6245700120925903,-0.3745700418949127,-6.999569892883301,0.2224707156419754,0.7764990925788879,0.0010302438167855144,Neutral,-1.2513258755207062,0.2224707156419754,0
BT21::16,SPD,agree,Zustimmung,0,8.0,-1.625136375427246,-0.3751363456249237,-7.000136375427246,0.2224707156419754,0.7764990925788879,0.0010302438167855144,Neutral,-1.251325935125351,0.2224707156419754,0
BT21::18,SPD,disagree,Ablehnung,0,0.0,-2.85666823387146,-0.23166824877262115,-4.481668472290039,0.06666006147861481,0.9202137589454651,0.01312614418566227,Neutral,-4.319936454296112,0.01312614418566227,0
BT21::18,SPD,disagree,Ablehnung,0,0.5,-2.8553459644317627,-0.23034602403640747,-4.605346202850342,0.06676303595304489,0.9216352701187134,0.011601676233112812,Neutral,-4.4449364095926285,0.011601676233112812,0
BT21::18,SPD,disagree,Ablehnung,0,1.0,-2.856738805770874,-0.23173888027668,-4.481739044189453,0.06666006147861481,0.9202137589454651,0.01312614418566227,Neutral,-4.319936394691467,0.01312614418566227,0
BT21::18,SPD,disagree,Ablehnung,0,2.0,-2.855377674102783,-0.23037764430046082,-4.605377674102783,0.06676303595304489,0.9216352701187134,0.011601676233112812,Neutral,-4.4449362605810165,0.011601676233112812,0
BT21::18,SPD,disagree,Ablehnung,0,4.0,-2.856769323348999,-0.23176932334899902,-4.481769561767578,0.06666006147861481,0.9202137589454651,0.01312614418566227,Neutral,-4.319936469197273,0.01312614418566227,0
BT21::18,SPD,disagree,Ablehnung,0,8.0,-2.758847951889038,-0.2588479816913605,-4.383848190307617,0.07474173605442047,0.910540759563446,0.014717520214617252,Neutral,-4.203889966011047,0.014717520214617252,0
BT21::19,SPD,disagree,Ablehnung,0,0.0,-1.6950794458389282,-0.3200794756412506,-5.195079326629639,0.20059077441692352,0.7933518886566162,0.006057316437363625,Neutral,-5.100412473082542,0.006057316437363625,0
BT21::19,SPD,disagree,Ablehnung,0,0.5,-1.797515630722046,-0.2975155711174011,-5.297515392303467,0.18142607808113098,0.8130952715873718,0.0054785930551588535,Neutral,-5.201413154602051,0.0054785930551588535,0
BT21::19,SPD,disagree,Ablehnung,0,1.0,-1.6951911449432373,-0.3201912045478821,-5.195191383361816,0.20059077441692352,0.7933518886566162,0.006057316437363625,Neutral,-5.100412800908089,0.006057316437363625,0
BT21::19,SPD,disagree,Ablehnung,0,2.0,-1.6944547891616821,-0.31945475935935974,-5.319454669952393,0.20073364675045013,0.7939170002937317,0.005349370650947094,Neutral,-5.225412532687187,0.005349370650947094,0
BT21::19,SPD,disagree,Ablehnung,0,4.0,-1.685924768447876,-0.3109247088432312,-5.185924530029297,0.20059077441692352,0.7933518886566162,0.006057316437363625,Neutral,-5.10041244328022,0.006057316437363625,0
BT21::19,SPD,disagree,Ablehnung,0,8.0,-1.6942877769470215,-0.3192877471446991,-5.3192877769470215,0.20073364675045013,0.7939170002937317,0.005349370650947094,Neutral,-5.225412651896477,0.005349370650947094,0
BT21::20,SPD,agree,Zustimmung,0,0.0,-3.2574968338012695,-0.25749674439430237,-3.3824968338012695,0.045520685613155365,0.9143074154853821,0.04017186537384987,Neutral,-3.0429992079734802,0.045520685613155365,0
BT21::20,SPD,agree,Zustimmung,0,0.5,-3.262267589569092,-0.2622676491737366,-3.387267589569092,0.045520685613155365,0.9143074154853821,0.04017186537384987,Neutral,-3.0429990589618683,0.045520685613155365,0
BT21::20,SPD,agree,Zustimmung,0,1.0,-3.257584571838379,-0.25758445262908936,-3.382584571838379,0.045520685613155365,0.9143074154853821,0.04017186537384987,Neutral,-3.0429992377758026,0.045520685613155365,0
BT21::20,SPD,agree,Zustimmung,0,2.0,-3.261780023574829,-0.26178011298179626,-3.386780023574829,0.045520685613155365,0.9143074154853821,0.04017186537384987,Neutral,-3.042999029159546,0.045520685613155365,0
BT21::20,SPD,agree,Zustimmung,0,4.0,-3.2578718662261963,-0.2578718066215515,-3.5078718662261963,0.04573657736182213,0.9186437129974365,0.03561968356370926,Neutral,-3.0380414724349976,0.04573657736182213,0
BT21::20,SPD,agree,Zustimmung,0,8.0,-3.2574946880340576,-0.25749471783638,-3.3824946880340576,0.045520685613155365,0.9143074154853821,0.04017186537384987,Neutral,-3.0429990887641907,0.045520685613155365,0
BT21::22,SPD,disagree,Ablehnung,0,0.0,-4.703296661376953,-0.7032967209815979,-0.9532967209815979,0.01019168272614479,0.5564469695091248,0.43336135149002075,Neutral,-0.2681499719619751,0.43336135149002075,0
BT21::22,SPD,disagree,Ablehnung,0,0.5,-4.5673017501831055,-0.6923016309738159,-0.9423016309738159,0.011533037759363651,0.5556929111480713,0.43277406692504883,Neutral,-0.2705419063568115,0.43277406692504883,0
BT21::22,SPD,disagree,Ablehnung,0,1.0,-4.57944393157959,-0.7044439911842346,-0.9544439911842346,0.011533037759363651,0.5556929111480713,0.43277406692504883,Neutral,-0.2705419063568115,0.43277406692504883,0
BT21::22,SPD,disagree,Ablehnung,0,2.0,-4.519726753234863,-0.7697266340255737,-0.8947266340255737,0.012338701635599136,0.5246549248695374,0.4630063474178314,Neutral,-0.1482454538345337,0.4630063474178314,0
BT21::22,SPD,disagree,Ablehnung,0,4.0,-4.578798294067383,-0.7037983536720276,-0.9537983536720276,0.011533037759363651,0.5556929111480713,0.43277406692504883,Neutral,-0.2705419063568115,0.43277406692504883,0
BT21::22,SPD,disagree,Ablehnung,0,8.0,-4.703103542327881,-0.7031036615371704,-0.9531036615371704,0.01019168272614479,0.5564469695091248,0.43336135149002075,Neutral,-0.2681499719619751,0.43336135149002075,0
BT21::24,SPD,agree,Zustimmung,0,0.0,-3.0076377391815186,-0.25763779878616333,-5.132637977600098,0.05965851619839668,0.9332162141799927,0.00712519371882081,Neutral,-2.7576060593128204,0.05965851619839668,0
BT21::24,SPD,agree,Zustimmung,0,0.5,-3.020534038543701,-0.27053409814834595,-5.270534038543701,0.05970850586891174,0.9339982271194458,0.006293230690062046,Neutral,-2.7567152976989746,0.05970850586891174,0
BT21::24,SPD,agree,Zustimmung,0,1.0,-3.1175105571746826,-0.24251045286655426,-5.3675103187561035,0.053104426711797714,0.9412984251976013,0.0055971648544073105,Neutral,-2.88092865049839,0.053104426711797714,0
BT21::24,SPD,agree,Zustimmung,0,2.0,-2.8879804611206055,-0.2629804313182831,-5.2629804611206055,0.06712495535612106,0.9266313910484314,0.006243593525141478,Neutral,-2.6317153871059418,0.06712495535612106,0
BT21::24,SPD,agree,Zustimmung,0,4.0,-3.020554780960083,-0.2705547511577606,-5.270554542541504,0.05970850586891174,0.9339982271194458,0.006293230690062046,Neutral,-2.7567153871059418,0.05970850586891174,0
BT21::24,SPD,agree,Zustimmung,0,8.0,-3.0289220809936523,-0.27892211079597473,-5.153922080993652,0.05965851619839668,0.9332162141799927,0.00712519371882081,Neutral,-2.757606089115143,0.05965851619839668,0
BT21::26,SPD,agree,Zustimmung,0,0.0,-2.6477792263031006,-0.2727792263031006,-3.6477792263031006,0.08251579105854034,0.8871284127235413,0.03035586327314377,Neutral,-2.408645659685135,0.08251579105854034,0
BT21::26,SPD,agree,Zustimmung,0,0.5,-2.6446335315704346,-0.26963353157043457,-3.7696335315704346,0.08281116932630539,0.8903039693832397,0.02688485197722912,Neutral,-2.404750421643257,0.08281116932630539,0
BT21::26,SPD,agree,Zustimmung,0,1.0,-2.647655963897705,-0.2726559638977051,-3.647655963897705,0.08251579105854034,0.8871284127235413,0.03035586327314377,Neutral,-2.408645659685135,0.08251579105854034,0
BT21::26,SPD,agree,Zustimmung,0,2.0,-2.6447057723999023,-0.26970571279525757,-3.7697057723999023,0.08281116932630539,0.8903039693832397,0.02688485197722912,Neutral,-2.404750481247902,0.08281116932630539,0
BT21::26,SPD,agree,Zustimmung,0,4.0,-2.6448516845703125,-0.2698516249656677,-3.7698516845703125,0.08281116932630539,0.8903039693832397,0.02688485197722912,Neutral,-2.404750481247902,0.08281116932630539,0
BT21::26,SPD,agree,Zustimmung,0,8.0,-2.6446468830108643,-0.26964691281318665,-3.7696468830108643,0.08281116932630539,0.8903039693832397,0.02688485197722912,Neutral,-2.4047503918409348,0.08281116932630539,0
BT21::28,SPD,agree,Zustimmung,0,0.0,-4.15059232711792,-0.40059253573417664,-1.775592565536499,0.018425678834319115,0.783479630947113,0.1980946660041809,Neutral,-3.9754124134778976,0.018425678834319115,0
BT21::28,SPD,agree,Zustimmung,0,0.5,-4.028780937194824,-0.4037807881832123,-1.7787808179855347,0.020827921107411385,0.7815622091293335,0.19760987162590027,Neutral,-3.8504127711057663,0.020827921107411385,0
BT21::28,SPD,agree,Zustimmung,0,1.0,-4.02775764465332,-0.40275779366493225,-1.7777577638626099,0.02082793228328228,0.7815622091293335,0.19760987162590027,Neutral,-3.8504124730825424,0.02082793228328228,0
BT21::28,SPD,agree,Zustimmung,0,2.0,-4.0292582511901855,-0.4042580723762512,-1.7792580127716064,0.020827921107411385,0.7815622091293335,0.19760987162590027,Neutral,-3.8504128009080887,0.020827921107411385,0
BT21::28,SPD,agree,Zustimmung,0,4.0,-4.050371170043945,-0.4253712594509125,-1.6753712892532349,0.020293964073061943,0.7615253925323486,0.21818068623542786,Neutral,-3.8769289553165436,0.020293964073061943,0
