thesis_key,party_key,true_stance,congruent_word,layer,alpha,lp_Zustimmung,lp_Neutral,lp_Ablehnung,p3_Zustimmung,p3_Neutral,p3_Ablehnung,top1_token,margin_cong,p3_cong,argmax3_is_cong
BT21::1,CDU_CSU,disagree,Ablehnung,0,0.0,-16.375076293945312,-7.545663538621739e-05,-18.375076293945312,7.734421103577915e-08,0.9999998807907104,1.0467401168057222e-08,Neutral,-18.375000956519216,1.0467401168057222e-08,0
BT21::1,CDU_CSU,disagree,Ablehnung,0,0.5,-16.750059127807617,-5.8887653722194955e-05,-18.625059127807617,5.315784790127509e-08,0.9999998807907104,8.152019503882002e-09,Neutral,-18.625000240153895,8.152019503882002e-09,0
BT21::1,CDU_CSU,disagree,Ablehnung,0,1.0,-16.375076293945312,-7.557583012385294e-05,-18.375076293945312,7.734421103577915e-08,0.9999998807907104,1.0467401168057222e-08,Neutral,-18.375000837324478,1.0467401168057222e-08,0
BT21::1,CDU_CSU,disagree,Ablehnung,0,2.0,-16.625059127807617,-5.900685573578812e-05,-18.500059127807617,6.023573462243803e-08,0.9999998807907104,9.23744902792123e-09,Neutral,-18.50000024016117,9.23744902792123e-09,0
BT21::1,CDU_CSU,disagree,Ablehnung,0,4.0,-16.750059127807617,-5.8887653722194955e-05,-18.625059127807617,5.315784790127509e-08,0.9999998807907104,8.152019503882002e-09,Neutral,-18.625000240153895,8.152019503882002e-09,0
BT21::1,CDU_CSU,disagree,Ablehnung,0,8.0,-16.625076293945312,-7.557583012385294e-05,-18.375076293945312,6.023573462243803e-08,0.9999998807907104,1.0467401168057222e-08,Neutral,-18.375000837324478,1.0467401168057222e-08,0
BT21::2,CDU_CSU,agree,Zustimmung,0,0.0,-11.25194263458252,-0.001943010720424354,-16.126943588256836,1.300712665397441e-05,0.9999868869781494,9.931064681723001e-08,Neutral,-11.249999743071385,1.300712665397441e-05,0
BT21::2,CDU_CSU,agree,Zustimmung,0,0.5,-11.751511573791504,-0.0015115038258954883,-16.251510620117188,7.889261723903473e-06,0.9999920129776001,8.764178005549184e-08,Neutral,-11.750000189174898,7.889261723903473e-06,0
BT21::2,CDU_CSU,agree,Zustimmung,0,1.0,-12.001176834106445,-0.001177094760350883,-16.626176834106445,6.144174221844878e-06,0.9999938011169434,6.023536514021544e-08,Neutral,-11.999999858555384,6.144174221844878e-06,0
BT21::2,CDU_CSU,agree,Zustimmung,0,2.0,-11.501513481140137,-0.0015135272406041622,-16.126514434814453,1.0129989277629647e-05,0.9999897480010986,9.931093103432431e-08,Neutral,-11.500000073108822,1.0129989277629647e-05,0
